tx,ty,tz,sx,sy,sz,s_roll,s_pitch,s_yaw
-0.04297627508640289,-0.06238345056772232,1.2280166149139404,-0.06588551537809434,-0.4864822627127182,1.1830023152195077,1.3232868293946556,-0.08213391200426591,0.017339837182819236
-0.04269855096936226,-0.06454214453697205,1.2271530628204346,-0.06622895604388845,-0.47719102056751594,1.1790007256910007,1.2846423602927364,-0.0985106248414346,0.02083789138541502
-0.04297701641917229,-0.062412407249212265,1.2280006408691406,-0.06269920879319726,-0.4692816362985443,1.1772995496967291,1.257343564507364,-0.1267356188439049,0.02240110542288389
-0.04269822686910629,-0.0645676702260971,1.2271394729614258,-0.06170460165303469,-0.46144349752048036,1.180693322785565,1.275377306734414,-0.1055134029375544,0.030310496140697318
-0.04297754541039467,-0.062434885650873184,1.227988362312317,-0.05947617369227839,-0.45295499737058315,1.1809834388312093,1.2689079368761904,-0.11719542968209921,0.032127033345782006
-0.0426979660987854,-0.06458746641874313,1.2271291017532349,-0.06155494510878687,-0.44361484545795654,1.188391623167786,1.2778118279832715,-0.12753902864868347,0.04792901512296109
-0.042977944016456604,-0.06245230883359909,1.2279788255691528,-0.06846213189668988,-0.4322976676355295,1.1927477227504228,1.2741905110521634,-0.13021271807976958,0.056810366178048195
-0.04269774630665779,-0.0646028220653534,1.2271208763122559,-0.06960296254118363,-0.42269887101911274,1.1926809226379353,1.2573202145524338,-0.13978649461730927,0.051127128908110636
-0.04297824203968048,-0.062465816736221313,1.2279714345932007,-0.06674813043140014,-0.41750167652089737,1.1989236508320151,1.2509427395644956,-0.13421298555376054,0.030418527086269354
-0.04269757121801376,-0.06461471319198608,1.2271146774291992,-0.06832086492152396,-0.41125024165777846,1.2035785542975173,1.2650142207823576,-0.09961450255244318,0.023684525829613487
-0.04297845438122749,-0.06247631460428238,1.2279657125473022,-0.06883431485829103,-0.40314518829076634,1.2055515443744533,1.252145778012494,-0.11291964970060071,0.010657622691359515
-0.04269740357995033,-0.06462396681308746,1.2271097898483276,-0.06772853812093743,-0.39566657056965215,1.207154642216498,1.235596752955456,-0.15564265888717432,0.01517576500177687
-0.04297861084342003,-0.06248444318771362,1.2279613018035889,-0.06655899675633091,-0.3891375673292581,1.2101648137864314,1.2519362666877687,-0.12693428315649555,0.030542203566300326
-0.042697273194789886,-0.0646311342716217,1.227105975151062,-0.06622605772229234,-0.3816206821732329,1.2140873983408604,1.2719829485654428,-0.12139791798424485,0.047430652101381865
-0.04297873005270958,-0.06249075382947922,1.227957844734192,-0.061521978020906094,-0.3768069506326627,1.21600074711818,1.2791548650499585,-0.09920995261812701,0.04888615344340194
-0.04269717261195183,-0.06463667005300522,1.2271029949188232,-0.05409809353022727,-0.37088182994302066,1.2123553199179171,1.2607831799139362,-0.14273337779957668,0.03027768982979246
-0.04297882691025734,-0.0624956414103508,1.2279551029205322,-0.05317828490428976,-0.3641764764025173,1.2108549496408005,1.2558342994137595,-0.161815280353773,0.0379211273378361
-0.04269709065556526,-0.06464098393917084,1.2271008491516113,-0.054415571863578774,-0.3560356735438054,1.2150976775149593,1.2637947202855515,-0.13924894496513476,0.04018878215653254
-0.04297889024019241,-0.06249944120645523,1.2279530763626099,-0.06150679515068086,-0.3469580572334841,1.2240894486157035,1.2813466852754314,-0.13720644337090224,0.062152068989812605
-0.04269701987504959,-0.06464432924985886,1.227099061012268,-0.0635669207283455,-0.34001656710124345,1.232973192970064,1.3056146500138484,-0.08416114999317965,0.06854465316386685
-0.042978934943675995,-0.06250238418579102,1.2279514074325562,-0.06193158891051791,-0.33275722046695155,1.2325478299405486,1.3041683106193536,-0.0738810067761853,0.055783995430286185
-0.04269696772098541,-0.06464692205190659,1.227097749710083,-0.05890077093379202,-0.32540237771988806,1.2285814460663238,1.2961334530599717,-0.10449279883273553,0.0453903489557116
-0.04297896474599838,-0.06250467151403427,1.2279503345489502,-0.053284953314944324,-0.31849683693887815,1.2230955437637256,1.2896865572815603,-0.1496573170853264,0.04306022075182234
-0.04269692301750183,-0.06464894115924835,1.227096676826477,-0.05187289104953335,-0.3109289343305962,1.22083031867582,1.2919253206717622,-0.13539382315007947,0.03701215880625524
-0.04297899454832077,-0.06250643730163574,1.2279493808746338,-0.05212879673902127,-0.3030303598205905,1.2166783085858095,1.2973158208468438,-0.1360739213594318,0.035462537976222876
-0.04269689321517944,-0.06465049088001251,1.2270958423614502,-0.050988410704868224,-0.29536468744548006,1.2124604599049906,1.2990509694553531,-0.16117228374162845,0.03676322756032716
-0.042979009449481964,-0.06250780820846558,1.2279486656188965,-0.04967942669627738,-0.2863466455470902,1.2099106430084954,1.3122260398732084,-0.12134034277678907,0.05088383565737251
-0.042696863412857056,-0.06465171277523041,1.2270952463150024,-0.043023505722701784,-0.28014217479248354,1.2069557965299074,1.3097614749704658,-0.10133947510684742,0.03758889825404407
-0.04297901690006256,-0.06250887364149094,1.2279480695724487,-0.035961287029266695,-0.27532091782956825,1.2063986931847355,1.3015892133538236,-0.10000562173161459,0.013223352019343862
-0.042696841061115265,-0.06465265154838562,1.2270947694778442,-0.03684012609450433,-0.2689162899996995,1.2064507047257407,1.312806643496898,-0.06692366275932252,0.0037665791010704306
-0.04297903552651405,-0.06250970810651779,1.2279475927352905,-0.03343183305510407,-0.26149114932117523,1.2034859475891027,1.3077719999559148,-0.07248406082239453,0.007060551954916854
-0.04269680753350258,-0.06465338170528412,1.2270944118499756,-0.02603849680776116,-0.25433990272703955,1.1952474279456509,1.2921032374095363,-0.0916768983894707,-0.0041227112485204736
-0.04297904297709465,-0.06251034140586853,1.2279472351074219,-0.02569616541661125,-0.2462921981570779,1.1881907206400537,1.2837776317049152,-0.04629341317267649,-0.00682368986703767
-0.04269680380821228,-0.06465394049882889,1.227094054222107,-0.029555593880911318,-0.23689204746417888,1.1879846146137183,1.2913762670473907,-0.020296029093510286,0.0013635800810234905
-0.04297904297709465,-0.06251084804534912,1.2279469966888428,-0.038054195404208145,-0.22812313521905714,1.1931532872770918,1.3094218400959177,0.015986042149282297,0.007834997960638785
-0.04269679635763168,-0.06465437263250351,1.2270939350128174,-0.0479284583419331,-0.21981703636123953,1.1979640169692232,1.330905211657331,0.009131138368073579,0.026846718334953248
-0.04297906160354614,-0.06251122802495956,1.2279467582702637,-0.049677666143802916,-0.21132891329789427,1.197748266335208,1.328376326408479,0.021946733909400003,0.032170921061651724
-0.04269677400588989,-0.06465472280979156,1.2270936965942383,-0.04996618154882491,-0.20679869463176762,1.1992879673708372,1.3370591416818767,0.0238911153481218,0.026146516529590436
